beat_index,sample,time_s,symbol,hr_bpm
389,98471,273.53055555555557,N,91.13924050632912
390,98661,274.05833333333334,V,113.68421052631578
391,98907,274.7416666666667,V,87.80487804878048
392,99123,275.34166666666664,N,100.0
393,99361,276.0027777777778,N,90.75630252100841
394,99592,276.64444444444445,N,93.5064935064935
395,99832,277.31111111111113,N,90.0
396,99998,277.77222222222224,V,130.12048192771084
397,100289,278.5805555555556,N,74.22680412371133
398,100529,279.2472222222222,N,90.0
399,100748,279.85555555555555,N,98.63013698630138
400,100949,280.4138888888889,V,107.46268656716417
401,101213,281.14722222222224,N,81.81818181818183
402,101386,281.6277777777778,V,124.85549132947976
403,101648,282.35555555555555,N,82.44274809160305
404,101859,282.94166666666666,N,102.3696682464455
405,102083,283.56388888888887,N,96.42857142857143
406,102352,284.31111111111113,N,80.29739776951672
407,102593,284.98055555555555,N,89.62655601659752
408,102825,285.625,N,93.10344827586206
409,103032,286.2,N,104.34782608695653
410,103238,286.77222222222224,N,104.85436893203884
411,103452,287.3666666666667,N,100.93457943925233
412,103658,287.93888888888887,N,104.85436893203884
413,103878,288.55,N,98.18181818181817
414,104095,289.15277777777777,V,99.53917050691244
415,104336,289.8222222222222,N,89.62655601659752
416,104533,290.36944444444447,V,109.6446700507614
417,104786,291.0722222222222,N,85.37549407114625
418,105015,291.7083333333333,N,94.3231441048035
419,105251,292.3638888888889,N,91.52542372881356
420,105466,292.9611111111111,N,100.46511627906978
421,105681,293.55833333333334,N,100.46511627906978
422,105863,294.06388888888887,V,118.68131868131869
423,106085,294.68055555555554,N,97.29729729729729
424,106262,295.1722222222222,V,122.03389830508475
425,106528,295.9111111111111,N,81.203007518797
426,106771,296.5861111111111,N,88.88888888888889
427,107015,297.2638888888889,N,88.52459016393442
428,107236,297.8777777777778,N,97.73755656108597
429,107453,298.48055555555555,N,99.53917050691244
430,107656,299.0444444444444,N,106.4039408866995
431,107867,299.63055555555553,N,102.3696682464455
432,108094,300.2611111111111,N,95.15418502202644
433,108321,300.89166666666665,N,95.15418502202644
434,108533,301.48055555555555,V,101.88679245283019
435,108779,302.1638888888889,N,87.80487804878048
436,109014,302.81666666666666,N,91.91489361702128
437,109245,303.4583333333333,N,93.5064935064935
438,109457,304.0472222222222,N,101.88679245283019
439,109682,304.6722222222222,N,96.0
440,109879,305.21944444444443,V,109.6446700507614
441,110122,305.89444444444445,N,88.88888888888889
442,110335,306.4861111111111,N,101.40845070422534
443,110542,307.06111111111113,N,104.34782608695653
444,110725,307.56944444444446,V,118.03278688524591
445,111000,308.3333333333333,N,78.54545454545455
446,111223,308.9527777777778,V,96.8609865470852
447,111479,309.6638888888889,N,84.375
448,111700,310.27777777777777,N,97.73755656108597
449,111902,310.8388888888889,N,106.93069306930693
450,112101,311.39166666666665,N,108.54271356783919
451,112306,311.9611111111111,N,105.3658536585366
452,112509,312.525,N,106.4039408866995
453,112736,313.15555555555557,N,95.15418502202644
454,112970,313.80555555555554,V,92.3076923076923
455,113206,314.4611111111111,N,91.52542372881356
456,113404,315.0111111111111,V,109.09090909090908
457,113637,315.65833333333336,N,92.7038626609442
458,113834,316.2055555555556,V,109.6446700507614
459,114093,316.925,N,83.3976833976834
460,114287,317.4638888888889,V,111.34020618556701
461,114521,318.1138888888889,N,92.3076923076923
462,114719,318.6638888888889,N,109.09090909090908
463,114932,319.25555555555553,N,101.40845070422534
464,115144,319.84444444444443,V,101.88679245283019
465,115376,320.4888888888889,N,93.10344827586206
466,115613,321.14722222222224,N,91.13924050632912
467,115839,321.775,N,95.57522123893806
468,116039,322.3305555555556,V,108.0
469,116262,322.95,N,96.8609865470852
470,116436,323.43333333333334,V,124.13793103448276
471,116662,324.06111111111113,N,95.57522123893806
472,116861,324.6138888888889,V,108.54271356783919
473,117121,325.3361111111111,N,83.07692307692308
474,117313,325.86944444444447,V,112.5
475,117579,326.60833333333335,N,81.203007518797
476,117805,327.2361111111111,N,95.57522123893806
477,118017,327.825,N,101.88679245283019
478,118211,328.3638888888889,V,111.34020618556701
479,118444,329.0111111111111,N,92.7038626609442
480,118623,329.5083333333333,V,120.6703910614525
481,118881,330.225,N,83.72093023255813
482,119096,330.8222222222222,N,100.46511627906978
483,119325,331.4583333333333,N,94.3231441048035
484,119538,332.05,N,101.40845070422534
485,119785,332.7361111111111,N,87.4493927125506
486,120016,333.3777777777778,V,93.5064935064935
487,120253,334.0361111111111,N,91.13924050632912
488,120442,334.56111111111113,V,114.28571428571428
489,120673,335.2027777777778,N,93.5064935064935
490,120878,335.77222222222224,N,105.3658536585366
491,121097,336.38055555555553,N,98.63013698630138
492,121288,336.9111111111111,V,113.08900523560209
493,121547,337.63055555555553,N,83.3976833976834
494,121759,338.21944444444443,V,101.88679245283019
495,122042,339.00555555555553,N,76.32508833922262
496,122268,339.6333333333333,N,95.57522123893806
497,122484,340.23333333333335,N,100.0
498,122696,340.8222222222222,N,101.88679245283019
499,122942,341.50555555555553,N,87.80487804878048
500,123128,342.02222222222224,V,116.1290322580645
501,123390,342.75,N,82.44274809160305
502,123612,343.3666666666667,N,97.29729729729729
503,123838,343.99444444444447,N,95.57522123893806
504,124077,344.65833333333336,N,90.3765690376569
505,124322,345.3388888888889,N,88.16326530612244
506,124540,345.94444444444446,V,99.08256880733946
507,124787,346.63055555555553,N,87.4493927125506
508,124976,347.15555555555557,V,114.28571428571428
509,125222,347.8388888888889,N,87.80487804878048
510,125441,348.4472222222222,N,98.63013698630138
511,125684,349.1222222222222,N,88.88888888888889
512,125923,349.7861111111111,N,90.3765690376569
513,126168,350.46666666666664,N,88.16326530612244
514,126411,351.14166666666665,N,88.88888888888889
515,126641,351.78055555555557,N,93.91304347826087
516,126860,352.3888888888889,V,98.63013698630138
517,127078,352.99444444444447,N,99.08256880733946
518,127277,353.5472222222222,V,108.54271356783919
519,127542,354.28333333333336,N,81.50943396226414
520,127733,354.81388888888887,V,113.08900523560209
521,128008,355.5777777777778,N,78.54545454545455
522,128203,356.11944444444447,V,110.76923076923077
523,128489,356.9138888888889,N,75.52447552447553
524,128740,357.6111111111111,N,86.05577689243029
525,128982,358.28333333333336,N,89.25619834710743
526,129215,358.93055555555554,N,92.7038626609442
527,129418,359.49444444444447,N,106.4039408866995
528,129636,360.1,N,99.08256880733946
529,129870,360.75,N,92.3076923076923
530,130087,361.35277777777776,N,99.53917050691244
531,130339,362.0527777777778,N,85.71428571428572
532,130584,362.73333333333335,N,88.16326530612244
533,130842,363.45,N,83.72093023255813
534,131042,364.00555555555553,V,108.0
535,131284,364.6777777777778,N,89.25619834710743
536,131466,365.18333333333334,V,118.68131868131869
537,131754,365.98333333333335,N,75.0
538,131989,366.6361111111111,N,91.91489361702128
539,132235,367.31944444444446,N,87.80487804878048
540,132468,367.96666666666664,N,92.7038626609442
541,132704,368.6222222222222,N,91.52542372881356
542,132929,369.2472222222222,N,96.0
543,133096,369.7111111111111,V,129.34131736526945
544,133419,370.60833333333335,N,66.87306501547987
545,133618,371.1611111111111,V,108.54271356783919
546,133877,371.88055555555553,N,83.3976833976834
547,134111,372.53055555555557,N,92.3076923076923
548,134336,373.15555555555557,N,96.0
549,134598,373.8833333333333,N,82.44274809160305
550,134883,374.675,N,75.78947368421053
551,135131,375.3638888888889,N,87.09677419354838
552,135362,376.00555555555553,N,93.5064935064935
553,135583,376.61944444444447,N,97.73755656108597
554,135819,377.275,N,91.52542372881356
555,136034,377.8722222222222,N,100.46511627906978
556,136272,378.53333333333336,N,90.75630252100841
557,136520,379.22222222222223,N,87.09677419354838
558,136761,379.89166666666665,N,89.62655601659752
559,137014,380.59444444444443,N,85.37549407114625
560,137244,381.23333333333335,N,93.91304347826087
561,137479,381.8861111111111,N,91.91489361702128
562,137725,382.56944444444446,N,87.80487804878048
563,137949,383.19166666666666,N,96.42857142857143
564,138173,383.81388888888887,N,96.42857142857143
565,138393,384.425,N,98.18181818181817
566,138625,385.06944444444446,N,93.10344827586206
567,138868,385.74444444444447,N,88.88888888888889
568,139123,386.4527777777778,N,84.70588235294117
569,139382,387.1722222222222,N,83.3976833976834
570,139638,387.8833333333333,N,84.375
571,139878,388.55,N,90.0
572,140105,389.18055555555554,N,95.15418502202644
573,140332,389.81111111111113,N,95.15418502202644
574,140584,390.5111111111111,N,85.71428571428572
575,140802,391.1166666666667,N,99.08256880733946
576,141083,391.89722222222224,N,76.86832740213524
577,141242,392.3388888888889,V,135.8490566037736
578,141570,393.25,N,65.85365853658537
579,141772,393.81111111111113,V,106.93069306930693
580,142044,394.56666666666666,N,79.41176470588235
581,142226,395.0722222222222,V,118.68131868131869
582,142533,395.925,N,70.35830618892508
583,142740,396.5,V,104.34782608695653
584,142968,397.1333333333333,N,94.73684210526316
585,143161,397.6694444444444,V,111.91709844559585
586,143635,398.9861111111111,N,45.56962025316456
587,143828,399.52222222222224,V,111.91709844559585
588,143988,399.96666666666664,V,135.0
589,144408,401.1333333333333,N,51.42857142857142
590,144592,401.64444444444445,V,117.3913043478261
591,144926,402.5722222222222,N,64.67065868263472
592,145203,403.34166666666664,N,77.9783393501805
593,145484,404.1222222222222,N,76.86832740213524
594,145759,404.8861111111111,N,78.54545454545455
595,146010,405.5833333333333,N,86.05577689243029
596,146268,406.3,N,83.72093023255813
597,146441,406.78055555555557,V,124.85549132947976
598,146757,407.65833333333336,N,68.35443037974683
599,146939,408.1638888888889,V,118.68131868131869
600,147215,408.93055555555554,N,78.26086956521739
601,147402,409.45,V,115.50802139037432
602,147711,410.30833333333334,N,69.90291262135922
603,147918,410.8833333333333,V,104.34782608695653
604,148218,411.71666666666664,N,72.0
605,148475,412.43055555555554,N,84.04669260700389
606,148710,413.0833333333333,N,91.91489361702128
607,148928,413.68888888888887,N,99.08256880733946
608,149157,414.325,N,94.3231441048035
609,149407,415.01944444444445,N,86.4
610,149647,415.68611111111113,N,90.0
611,149900,416.3888888888889,N,85.37549407114625
612,150127,417.01944444444445,N,95.15418502202644
613,150372,417.7,N,88.16326530612244
614,150612,418.3666666666667,N,90.0
615,150849,419.025,N,91.13924050632912
616,151096,419.7111111111111,N,87.4493927125506
617,151344,420.4,N,87.09677419354838
618,151594,421.09444444444443,N,86.4
619,151845,421.7916666666667,N,86.05577689243029
620,152116,422.5444444444444,N,79.70479704797049
621,152399,423.3305555555556,N,76.32508833922262
622,152662,424.06111111111113,N,82.12927756653993
623,152921,424.78055555555557,N,83.3976833976834
624,153150,425.4166666666667,N,94.3231441048035
625,153339,425.94166666666666,A,114.28571428571428
626,153613,426.7027777777778,N,78.83211678832117
