time_s,MLII,V1
1.3527777777777779,1.06,0.125
1.3555555555555556,1.11,0.12
1.3583333333333334,1.1,0.1
1.3611111111111112,1.005,0.115
1.363888888888889,0.86,0.12
1.3666666666666667,0.615,0.115
1.3694444444444445,0.24,0.12
1.3722222222222222,-0.11,0.15
1.375,-0.335,0.175
1.3777777777777778,-0.46,0.155
1.3805555555555555,-0.515,0.135
1.3833333333333333,-0.54,0.135
1.386111111111111,-0.51,0.16
1.3888888888888888,-0.44,0.17
1.3916666666666666,-0.385,0.14
1.3944444444444444,-0.36,0.13
1.3972222222222221,-0.35,0.125
1.4,-0.335,0.145
1.4027777777777777,-0.32,0.14
1.4055555555555554,-0.295,0.13
1.4083333333333334,-0.3,0.115
1.4111111111111112,-0.3,0.135
1.413888888888889,-0.325,0.12
1.4166666666666667,-0.335,0.1
1.4194444444444445,-0.335,0.09
1.4222222222222223,-0.335,0.115
1.425,-0.325,0.13
1.4277777777777778,-0.31,0.115
1.4305555555555556,-0.3,0.08
1.4333333333333333,-0.28,0.085
1.4361111111111111,-0.26,0.11
1.4388888888888889,-0.24,0.12
1.4416666666666667,-0.245,0.095
1.4444444444444444,-0.26,0.08
1.4472222222222222,-0.27,0.085
1.45,-0.28,0.1
1.4527777777777777,-0.28,0.11
1.4555555555555555,-0.275,0.085
1.4583333333333333,-0.27,0.09
1.461111111111111,-0.275,0.085
1.4638888888888888,-0.28,0.095
1.4666666666666666,-0.255,0.09
1.4694444444444446,-0.25,0.08
1.4722222222222223,-0.24,0.075
1.475,-0.235,0.105
1.4777777777777779,-0.235,0.09
1.4805555555555556,-0.235,0.07
1.4833333333333334,-0.24,0.055
1.4861111111111112,-0.235,0.075
1.488888888888889,-0.235,0.105
1.4916666666666667,-0.23,0.095
1.4944444444444445,-0.24,0.07
1.4972222222222222,-0.225,0.055
1.5,-0.23,0.085
1.5027777777777778,-0.225,0.105
1.5055555555555555,-0.21,0.11
1.5083333333333333,-0.195,0.085
1.511111111111111,-0.215,0.085
1.5138888888888888,-0.22,0.095
1.5166666666666666,-0.24,0.09
1.5194444444444444,-0.23,0.08
1.5222222222222221,-0.23,0.08
1.525,-0.215,0.095
1.5277777777777777,-0.21,0.1
1.5305555555555554,-0.21,0.08
1.5333333333333334,-0.22,0.065
1.5361111111111112,-0.205,0.075
1.538888888888889,-0.18,0.09
1.5416666666666667,-0.185,0.1
1.5444444444444445,-0.19,0.085
1.5472222222222223,-0.19,0.05
1.55,-0.195,0.065
1.5527777777777778,-0.16,0.09
1.5555555555555556,-0.14,0.12
1.5583333333333333,-0.13,0.09
1.5611111111111111,-0.125,0.07
1.5638888888888889,-0.13,0.07
1.5666666666666667,-0.14,0.095
1.5694444444444444,-0.13,0.095
1.5722222222222222,-0.12,0.09
1.575,-0.125,0.08
1.5777777777777777,-0.125,0.08
1.5805555555555555,-0.145,0.095
1.5833333333333333,-0.125,0.1
1.586111111111111,-0.12,0.085
1.5888888888888888,-0.125,0.085
1.5916666666666666,-0.115,0.095
1.5944444444444446,-0.12,0.1
1.5972222222222223,-0.14,0.09
1.6,-0.15,0.06
1.6027777777777779,-0.145,0.065
1.6055555555555556,-0.135,0.095
1.6083333333333334,-0.11,0.105
1.6111111111111112,-0.105,0.085
1.613888888888889,-0.1,0.055
1.6166666666666667,-0.085,0.06
1.6194444444444445,-0.095,0.085
1.6222222222222222,-0.08,0.095
1.625,-0.065,0.09
1.6277777777777778,-0.07,0.06
1.6305555555555555,-0.07,0.065
1.6333333333333333,-0.075,0.105
1.636111111111111,-0.07,0.095
1.6388888888888888,-0.06,0.085
1.6416666666666666,-0.055,0.08
1.6444444444444444,-0.05,0.09
1.6472222222222221,-0.075,0.1
1.65,-0.065,0.1
1.6527777777777777,-0.065,0.08
1.6555555555555554,-0.07,0.1
1.6583333333333334,-0.08,0.11
1.6611111111111112,-0.08,0.11
1.663888888888889,-0.08,0.07
1.6666666666666667,-0.08,0.065
1.6694444444444445,-0.08,0.1
1.6722222222222223,-0.08,0.11
1.675,-0.075,0.105
1.6777777777777778,-0.09,0.085
1.6805555555555556,-0.09,0.07
1.6833333333333333,-0.085,0.1
1.6861111111111111,-0.09,0.12
1.6888888888888889,-0.075,0.11
1.6916666666666667,-0.075,0.07
1.6944444444444444,-0.07,0.08
1.6972222222222222,-0.075,0.1
1.7,-0.09,0.105
1.7027777777777777,-0.075,0.085
1.7055555555555555,-0.065,0.09
1.7083333333333333,-0.07,0.09
1.711111111111111,-0.07,0.1
1.7138888888888888,-0.085,0.1
1.7166666666666666,-0.09,0.095
1.7194444444444446,-0.09,0.065
1.7222222222222223,-0.08,0.09
1.725,-0.1,0.1
1.7277777777777779,-0.105,0.105
1.7305555555555556,-0.115,0.075
1.7333333333333334,-0.12,0.06
1.7361111111111112,-0.115,0.085
1.738888888888889,-0.1,0.12
1.7416666666666667,-0.105,0.115
1.7444444444444445,-0.12,0.075
1.7472222222222222,-0.14,0.065
1.75,-0.14,0.1
1.7527777777777778,-0.115,0.115
1.7555555555555555,-0.07,0.105
1.7583333333333333,-0.075,0.09
1.761111111111111,-0.09,0.1
1.7638888888888888,-0.105,0.1
1.7666666666666666,-0.115,0.11
1.7694444444444444,-0.11,0.105
1.7722222222222221,-0.11,0.11
1.775,-0.13,0.115
1.7777777777777777,-0.135,0.115
1.7805555555555554,-0.15,0.09
1.7833333333333334,-0.13,0.08
1.7861111111111112,-0.125,0.09
1.788888888888889,-0.125,0.12
1.7916666666666667,-0.14,0.11
1.7944444444444445,-0.155,0.085
1.7972222222222223,-0.155,0.075
1.8,-0.155,0.095
1.8027777777777778,-0.155,0.095
1.8055555555555556,-0.145,0.1
1.8083333333333333,-0.13,0.09
1.8111111111111111,-0.13,0.08
1.8138888888888889,-0.13,0.09
1.8166666666666667,-0.12,0.105
1.8194444444444444,-0.11,0.09
1.8222222222222222,-0.09,0.085
1.825,-0.07,0.1
1.8277777777777777,-0.06,0.105
1.8305555555555555,-0.08,0.085
1.8333333333333333,-0.075,0.075
1.836111111111111,-0.05,0.085
1.8388888888888888,-0.015,0.12
1.8416666666666666,0.005,0.115
1.8444444444444446,0.02,0.1
1.8472222222222223,0.02,0.08
1.85,0.04,0.09
1.8527777777777779,0.06,0.095
1.8555555555555556,0.08,0.1
1.8583333333333334,0.105,0.085
1.8611111111111112,0.11,0.07
1.863888888888889,0.095,0.065
1.8666666666666667,0.12,0.065
1.8694444444444445,0.2,0.065
1.8722222222222222,0.265,0.045
1.875,0.265,0.04
1.8777777777777778,0.22,0.045
1.8805555555555555,0.2,0.015
1.8833333333333333,0.19,0.005
1.886111111111111,0.15,0.01
1.8888888888888888,0.035,0.04
1.8916666666666666,-0.225,0.03
1.8944444444444444,-0.625,0.02
1.8972222222222221,-1.09,-0.005
1.9,-1.475,0.01
1.9027777777777777,-1.745,0.025
1.9055555555555554,-1.895,0.025
1.9083333333333334,-1.955,0.015
1.9111111111111112,-1.995,0.01
1.913888888888889,-2.01,0.02
1.9166666666666667,-2.0,0.025
1.9194444444444445,-1.965,0.03
1.9222222222222223,-1.905,0.04
1.925,-1.845,0.05
1.9277777777777778,-1.75,0.065
1.9305555555555556,-1.605,0.05
1.9333333333333333,-1.475,0.05
1.9361111111111111,-1.35,0.075
1.9388888888888889,-1.275,0.12
1.9416666666666667,-1.235,0.105
1.9444444444444444,-1.18,0.09
1.9472222222222222,-1.105,0.085
1.95,-1.035,0.105
1.9527777777777777,-0.94,0.11
1.9555555555555555,-0.83,0.095
1.9583333333333333,-0.77,0.105
1.961111111111111,-0.715,0.105
1.9638888888888888,-0.665,0.11
1.9666666666666666,-0.605,0.1
1.9694444444444446,-0.52,0.1
1.9722222222222223,-0.465,0.11
1.975,-0.42,0.115
1.9777777777777779,-0.4,0.1
1.9805555555555556,-0.39,0.09
1.9833333333333334,-0.375,0.09
1.9861111111111112,-0.34,0.115
1.988888888888889,-0.305,0.13
1.9916666666666667,-0.27,0.115
1.9944444444444445,-0.19,0.115
1.9972222222222222,-0.125,0.12
2.0,-0.06,0.12
2.0027777777777778,-0.005,0.125
2.0055555555555555,0.05,0.125
2.0083333333333333,0.11,0.145
2.011111111111111,0.15,0.155
2.013888888888889,0.185,0.145
2.0166666666666666,0.21,0.135
2.0194444444444444,0.23,0.155
2.022222222222222,0.26,0.17
2.025,0.285,0.165
2.0277777777777777,0.325,0.145
2.0305555555555554,0.33,0.14
2.033333333333333,0.325,0.15
2.036111111111111,0.35,0.175
2.0388888888888888,0.39,0.175
2.0416666666666665,0.43,0.17
2.0444444444444443,0.47,0.17
2.047222222222222,0.465,0.17
2.05,0.485,0.145
2.0527777777777776,0.505,0.15
2.0555555555555554,0.52,0.165
2.058333333333333,0.54,0.175
2.061111111111111,0.56,0.15
2.063888888888889,0.585,0.14
2.066666666666667,0.6,0.16
2.0694444444444446,0.62,0.16
2.0722222222222224,0.645,0.16
2.075,0.655,0.15
2.077777777777778,0.675,0.165
2.0805555555555557,0.68,0.17
2.0833333333333335,0.695,0.16
2.0861111111111112,0.715,0.175
2.088888888888889,0.755,0.19
2.091666666666667,0.785,0.195
2.0944444444444446,0.805,0.175
2.0972222222222223,0.795,0.155
2.1,0.805,0.17
2.102777777777778,0.82,0.195
2.1055555555555556,0.84,0.195
2.1083333333333334,0.865,0.18
2.111111111111111,0.855,0.17
2.113888888888889,0.85,0.17
2.1166666666666667,0.835,0.17
2.1194444444444445,0.83,0.165
2.1222222222222222,0.835,0.19
2.125,0.825,0.19
2.1277777777777778,0.8,0.18
2.1305555555555555,0.79,0.16
2.1333333333333333,0.77,0.17
2.136111111111111,0.78,0.185
2.138888888888889,0.77,0.185
2.1416666666666666,0.755,0.16
2.1444444444444444,0.715,0.165
2.147222222222222,0.68,0.165
2.15,0.665,0.18
2.1527777777777777,0.64,0.185
2.1555555555555554,0.615,0.19
2.158333333333333,0.605,0.19
2.161111111111111,0.585,0.18
2.1638888888888888,0.56,0.155
2.1666666666666665,0.53,0.165
2.1694444444444443,0.495,0.195
2.172222222222222,0.46,0.2
2.175,0.435,0.19
2.1777777777777776,0.4,0.18
2.1805555555555554,0.36,0.165
2.183333333333333,0.325,0.175
2.186111111111111,0.29,0.17
2.188888888888889,0.275,0.17
2.191666666666667,0.245,0.185
2.1944444444444446,0.205,0.18
2.1972222222222224,0.185,0.16
2.2,0.185,0.17
2.202777777777778,0.175,0.18
2.2055555555555557,0.165,0.185
2.2083333333333335,0.155,0.175
2.2111111111111112,0.14,0.165
2.213888888888889,0.13,0.16
2.216666666666667,0.11,0.175
2.2194444444444446,0.095,0.16
2.2222222222222223,0.075,0.175
2.225,0.055,0.185
2.227777777777778,0.035,0.155
2.2305555555555556,0.015,0.125
2.2333333333333334,-0.005,0.135
2.236111111111111,0.01,0.165
2.238888888888889,0.015,0.175
2.2416666666666667,0.0,0.155
2.2444444444444445,-0.02,0.155
2.2472222222222222,-0.04,0.155
2.25,-0.055,0.145
2.2527777777777778,-0.035,0.125
2.2555555555555555,-0.005,0.14
2.2583333333333333,0.005,0.165
2.261111111111111,-0.005,0.15
2.263888888888889,-0.025,0.13
2.2666666666666666,-0.02,0.145
